scenarioId,feedbackId,feedbackKind,stateLineChinese,castSkillLineChinese,floatingTextChinese,combatLogLineChinese,sourceDataPath,developerDataPanelFieldKey,placedItemSnapshotCount,activeSynergyCount,modifierBundleCount,effectEventCount,bossReadinessCount,readyBossCount,playerSideAnswerLeak,formalFlowLeak
sample_v04_sandbox_board,bossCast.dev_boss_paper_faces,bossSkillCast,纸人千面阵：正在准备技能,施法中：回春护幕,施法预兆,【施法】回春护幕 即将落下。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,bossCast.dev_boss_black_furnace_complex_eye,bossSkillCast,黑炉复合阵眼：正在准备技能,施法中：怒意爆发,施法预兆,【施法】怒意爆发 即将落下。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,weakness.weak_black_shell_break_3,weaknessWindow,黑炉护壳师：破绽窗口出现,破绽窗口,破绽窗口出现,【破绽】破绽窗口出现，抓住短暂节奏。,BuildProblemSeedDataset.bossProblems.weaknessWindows,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,weakness.weak_dirty_mother_cleanse_3,weaknessWindow,秽签梦母：护盾露出裂口,破绽窗口,护盾露出裂口,【破绽】护盾露出裂口，抓住短暂节奏。,BuildProblemSeedDataset.bossProblems.weaknessWindows,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,weakness.weak_spirit_core_interrupt,weaknessWindow,偷灵炉心：首领短暂停顿,破绽窗口,首领短暂停顿,【破绽】首领短暂停顿，抓住短暂节奏。,BuildProblemSeedDataset.bossProblems.weaknessWindows,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,weakness.weak_bronze_general_counter,weaknessWindow,叩阵铜将：反制时机已到,破绽窗口,反制时机已到,【破绽】反制时机已到，抓住短暂节奏。,BuildProblemSeedDataset.bossProblems.weaknessWindows,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,weakness.weak_paper_faces_clear_all,weaknessWindow,纸人千面阵：弱点正在显形,破绽窗口,弱点正在显形,【破绽】弱点正在显形，抓住短暂节奏。,BuildProblemSeedDataset.bossProblems.weaknessWindows,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,weakness.weak_complex_eye_counter_loop,weaknessWindow,黑炉复合阵眼：压制机会打开,破绽窗口,压制机会打开,【破绽】压制机会打开，抓住短暂节奏。,BuildProblemSeedDataset.bossProblems.weaknessWindows,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_black_furnace_smoke,mechanicFeedback,机制反馈：阵面压力升高,机制变化,阵面压力升高,【机制】阵面压力升高。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_bluestone_damp,mechanicFeedback,机制反馈：地脉正在换向,机制变化,地脉正在换向,【机制】地脉正在换向。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_lamp_shortage,mechanicFeedback,机制反馈：供能短暂紊乱,机制变化,供能短暂紊乱,【机制】供能短暂紊乱。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_copper_bell_night,mechanicFeedback,机制反馈：边线出现压迫,机制变化,边线出现压迫,【机制】边线出现压迫。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_formation_eye_shift,mechanicFeedback,机制反馈：灵气流速改变,机制变化,灵气流速改变,【机制】灵气流速改变。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_talisman_paper_damp,mechanicFeedback,机制反馈：场上气息偏冷,机制变化,场上气息偏冷,【机制】场上气息偏冷。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_old_lane_echo,mechanicFeedback,机制反馈：符位开始震动,机制变化,符位开始震动,【机制】符位开始震动。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_furnace_ash_fall,mechanicFeedback,机制反馈：阵眼需要留意,机制变化,阵眼需要留意,【机制】阵眼需要留意。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_night_watch_lamp_out,mechanicFeedback,机制反馈：阵面压力升高,机制变化,阵面压力升高,【机制】阵面压力升高。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.mapMechanic.dev_map_bluestone_crack,mechanicFeedback,机制反馈：地脉正在换向,机制变化,地脉正在换向,【机制】地脉正在换向。,BuildProblemSeedDataset.mapRules,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_shield_problem,mechanicFeedback,机制反馈：供能短暂紊乱,机制变化,供能短暂紊乱,【机制】供能短暂紊乱。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_swarm_problem,mechanicFeedback,机制反馈：边线出现压迫,机制变化,边线出现压迫,【机制】边线出现压迫。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_poison_burn_problem,mechanicFeedback,机制反馈：灵气流速改变,机制变化,灵气流速改变,【机制】灵气流速改变。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_spirit_thief_problem,mechanicFeedback,机制反馈：场上气息偏冷,机制变化,场上气息偏冷,【机制】场上气息偏冷。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_seal_problem,mechanicFeedback,机制反馈：符位开始震动,机制变化,符位开始震动,【机制】符位开始震动。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_burst_problem,mechanicFeedback,机制反馈：阵眼需要留意,机制变化,阵眼需要留意,【机制】阵眼需要留意。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_caster_problem,mechanicFeedback,机制反馈：阵面压力升高,机制变化,阵面压力升高,【机制】阵面压力升高。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_thick_blood_problem,mechanicFeedback,机制反馈：地脉正在换向,机制变化,地脉正在换向,【机制】地脉正在换向。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_polluted_tile_problem,mechanicFeedback,机制反馈：供能短暂紊乱,机制变化,供能短暂紊乱,【机制】供能短暂紊乱。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.enemyMechanic.dev_enemy_formation_eye_problem,mechanicFeedback,机制反馈：边线出现压迫,机制变化,边线出现压迫,【机制】边线出现压迫。,BuildProblemSeedDataset.enemyProblems,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.bossSkill.dev_boss_black_furnace_shell,mechanicFeedback,机制反馈：灵气流速改变,机制变化,灵气流速改变,【机制】灵气流速改变。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.bossSkill.dev_boss_dirty_dream_mother,mechanicFeedback,机制反馈：场上气息偏冷,机制变化,场上气息偏冷,【机制】场上气息偏冷。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.bossSkill.dev_boss_spirit_thief_core,mechanicFeedback,机制反馈：符位开始震动,机制变化,符位开始震动,【机制】符位开始震动。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.bossSkill.dev_boss_bronze_formation_general,mechanicFeedback,机制反馈：阵眼需要留意,机制变化,阵眼需要留意,【机制】阵眼需要留意。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.bossSkill.dev_boss_paper_faces,mechanicFeedback,机制反馈：阵面压力升高,机制变化,阵面压力升高,【机制】阵面压力升高。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,mechanic.bossSkill.dev_boss_black_furnace_complex_eye,mechanicFeedback,机制反馈：地脉正在换向,机制变化,地脉正在换向,【机制】地脉正在换向。,BuildProblemSeedDataset.bossProblems,bossSixKeyFullAnswer,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_shield_break,failureFeedback,反馈：短板被放大,压力反馈,短板被放大,【反馈】短板被放大，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_swarm_clear,failureFeedback,反馈：供能跟不上,压力反馈,供能跟不上,【反馈】供能跟不上，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_dot_cleanse,failureFeedback,反馈：抗压略显不足,压力反馈,抗压略显不足,【反馈】抗压略显不足，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_energy_stability,failureFeedback,反馈：清场节奏偏慢,压力反馈,清场节奏偏慢,【反馈】清场节奏偏慢，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_seal_unlock,failureFeedback,反馈：回复窗口偏窄,压力反馈,回复窗口偏窄,【反馈】回复窗口偏窄，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_burst_guard,failureFeedback,反馈：护盾承压过高,压力反馈,护盾承压过高,【反馈】护盾承压过高，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_caster_interrupt,failureFeedback,反馈：短板被放大,压力反馈,短板被放大,【反馈】短板被放大，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_thick_blood,failureFeedback,反馈：供能跟不上,压力反馈,供能跟不上,【反馈】供能跟不上，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_polluted_tile,failureFeedback,反馈：抗压略显不足,压力反馈,抗压略显不足,【反馈】抗压略显不足，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_enemy_formation_eye,failureFeedback,反馈：清场节奏偏慢,压力反馈,清场节奏偏慢,【反馈】清场节奏偏慢，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_black_shell,failureFeedback,反馈：回复窗口偏窄,压力反馈,回复窗口偏窄,【反馈】回复窗口偏窄，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_dirty_mother,failureFeedback,反馈：护盾承压过高,压力反馈,护盾承压过高,【反馈】护盾承压过高，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_spirit_core,failureFeedback,反馈：短板被放大,压力反馈,短板被放大,【反馈】短板被放大，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_bronze_general,failureFeedback,反馈：供能跟不上,压力反馈,供能跟不上,【反馈】供能跟不上，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_paper_faces,failureFeedback,反馈：抗压略显不足,压力反馈,抗压略显不足,【反馈】抗压略显不足，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_complex_eye,failureFeedback,反馈：清场节奏偏慢,压力反馈,清场节奏偏慢,【反馈】清场节奏偏慢，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,failure.hint_boss_complex_eye_energy,failureFeedback,反馈：回复窗口偏窄,压力反馈,回复窗口偏窄,【反馈】回复窗口偏窄，回整备再补一手。,BuildProblemSeedDataset.failureHints,requiredStats,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_basic,enemyState,普通怪：敌势正在聚拢,敌人意图,敌势正在聚拢,【敌势】敌势正在聚拢。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_shield_guard,enemyState,护盾怪：敌人准备突进,敌人意图,敌人准备突进,【敌势】敌人准备突进。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_poison_cultist,enemyState,毒怪：敌人护势上升,敌人意图,敌人护势上升,【敌势】敌人护势上升。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_burning_wisp,enemyState,燃烧怪：敌人施压加快,敌人意图,敌人施压加快,【敌势】敌人施压加快。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_spirit_thief,enemyState,偷灵怪：敌人露出意图,敌人意图,敌人露出意图,【敌势】敌人露出意图。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_seal_locker,enemyState,封符怪：敌人短暂停顿,敌人意图,敌人短暂停顿,【敌势】敌人短暂停顿。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_swarm_pack,enemyState,群怪：敌势正在聚拢,敌人意图,敌势正在聚拢,【敌势】敌势正在聚拢。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_burst_assassin,enemyState,高爆发怪：敌人准备突进,敌人意图,敌人准备突进,【敌势】敌人准备突进。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_caster_chanter,enemyState,施法怪：敌人护势上升,敌人意图,敌人护势上升,【敌势】敌人护势上升。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_thick_blood,enemyState,厚血怪：敌人施压加快,敌人意图,敌人施压加快,【敌势】敌人施压加快。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
sample_v04_sandbox_board,enemyState.dev_enemy_formation_eye_jammer,enemyState,阵眼干扰怪：敌人露出意图,敌人意图,敌人露出意图,【敌势】敌人露出意图。,EnemyBossValidationPool.enemies,hardSolutionTags,7,3,20,26,6,5,False,False
