statementId,artSourceId,contentId,sourceTextExact,statementKind,primaryClassification,acceptedEvidenceId,decisionId,decisionStatus,selectedOption,factOwner,runtimeStateOwner,recommendedNextPackage,candidateId,candidateEligible,selectedForRuntime,runtimeImplemented,playerSafe,semanticReason,forbiddenInference,notesDeveloperOnly
BA-ART-01-S023,BA-ART-01,,记忆大殿·阵眼层,ENCOUNTER_NODE,ACCEPTED_BROAD_COMMITMENT,P0_NODE:bone_aspect_node_c3_03_memory_hall_array_eye,,NOT_APPLICABLE,,ENEMY_DATA,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 Encounter 节点显示名逐字一致；不等于 Unity Scene 或正式关卡路由。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S024,BA-ART-01,,封锁丁巷·街坊防线,ENCOUNTER_NODE,ACCEPTED_BROAD_COMMITMENT,P0_NODE:bone_aspect_node_c4_01_sealed_ding_lane_defense,,NOT_APPLICABLE,,ENEMY_DATA,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 Encounter 节点显示名逐字一致；不等于 Unity Scene 或正式关卡路由。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S025,BA-ART-01,,异化骨铺,ENCOUNTER_NODE,ACCEPTED_BROAD_COMMITMENT,P0_NODE:bone_aspect_node_c4_02_transformed_bone_shop,,NOT_APPLICABLE,,ENEMY_DATA,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 Encounter 节点显示名逐字一致；不等于 Unity Scene 或正式关卡路由。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S026,BA-ART-01,,万相骨腹,ENCOUNTER_NODE,ACCEPTED_BROAD_COMMITMENT,P0_NODE:bone_aspect_node_c4_03_myriad_bone_belly,,NOT_APPLICABLE,,ENEMY_DATA,NONE,SharedEncounterPresentation,,false,false,false,false,与 P0 Encounter 节点显示名逐字一致；不等于 Unity Scene 或正式关卡路由。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S027,BA-ART-01,bone_aspect_enemy_c1_01_shattered_host,碎骨附身者,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c1_01_shattered_host,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S028,BA-ART-01,bone_aspect_enemy_c1_01_shattered_host,附身 / 骨粉残留,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c1_01_shattered_host,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S029,BA-ART-01,bone_aspect_enemy_c1_02_porcelain_hound,骨瓷犬,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c1_02_porcelain_hound,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S030,BA-ART-01,bone_aspect_enemy_c1_02_porcelain_hound,护壳 / 冲撞 / 破壳虚弱,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c1_02_porcelain_hound,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S031,BA-ART-01,bone_aspect_enemy_c1_03_bone_swap_remnant,换骨残相,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c1_03_bone_swap_remnant,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S032,BA-ART-01,bone_aspect_enemy_c1_03_bone_swap_remnant,分裂 / 状态叠加,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c1_03_bone_swap_remnant,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S033,BA-ART-01,bone_aspect_enemy_c2_01_false_identity_bone,假相浮骨,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c2_01_false_identity_bone,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S034,BA-ART-01,bone_aspect_enemy_c2_01_false_identity_bone,真假目标 / 诱导,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c2_01_false_identity_bone,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S035,BA-ART-01,bone_aspect_enemy_c2_02_contract_clerk,契纸吏,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c2_02_contract_clerk,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S036,BA-ART-01,bone_aspect_enemy_c2_02_contract_clerk,读条 / 封招 / 打断,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c2_02_contract_clerk,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S037,BA-ART-01,bone_aspect_enemy_c2_03_bone_bidder,竞骨客,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c2_03_bone_bidder,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S038,BA-ART-01,bone_aspect_enemy_c2_03_bone_bidder,争夺 / 抢夺 / 标记,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c2_03_bone_bidder,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S039,BA-ART-01,bone_aspect_enemy_c3_01_array_stone_puppet,残阵石傀,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c3_01_array_stone_puppet,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S040,BA-ART-01,bone_aspect_enemy_c3_01_array_stone_puppet,耐护盾 / 破防前难处理,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c3_01_array_stone_puppet,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S041,BA-ART-01,bone_aspect_enemy_c3_02_old_edict_shadow,旧令道影,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c3_02_old_edict_shadow,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S042,BA-ART-01,bone_aspect_enemy_c3_02_old_edict_shadow,打断 / 压制 / 禁止触发,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c3_02_old_edict_shadow,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S043,BA-ART-01,bone_aspect_enemy_c4_01_faceless_bone_figure,无面骨俑,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c4_01_faceless_bone_figure,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S044,BA-ART-01,bone_aspect_enemy_c4_01_faceless_bone_figure,群体压迫 / 数量威胁,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c4_01_faceless_bone_figure,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S045,BA-ART-01,bone_aspect_enemy_c4_02_contract_attendant,骨契商侍,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c4_02_contract_attendant,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S046,BA-ART-01,bone_aspect_enemy_c4_02_contract_attendant,封存器类 / 持续读契,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c4_02_contract_attendant,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S047,BA-ART-01,bone_aspect_enemy_c4_03_false_celestial_form,天骨赝相,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c4_03_false_celestial_form,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S048,BA-ART-01,bone_aspect_enemy_c4_03_false_celestial_form,复合法门 / 能力切换,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c4_03_false_celestial_form,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,原图机制标识落在 P0 已锁广义可观察承诺内；不批准具体执行。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S049,BA-ART-01,bone_aspect_boss_c1_bone_guard,守骨奴,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_boss_c1_bone_guard,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Boss 身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S050,BA-ART-01,bone_aspect_boss_c1_bone_guard,强护壳,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c1_bone_guard,,NOT_APPLICABLE,,ENEMY_DATA,ENEMY_RUNTIME_STATE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,对应 P0 骨瓷护壳广义承诺。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S051,BA-ART-01,bone_aspect_boss_c1_bone_guard,替主承伤,DAMAGE_TRANSFER_STATEMENT,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D1.crossTargetDamageTransferFromWomanEntity,BA-D1,USER_SELECTED,NARRATIVE_ONLY_NON_RUNTIME_PROTECTED_WOMAN,USER,NONE,NONE,,false,false,false,false,该词若解释为主人实体间承伤转移，与 BA-D1 明确 false 冲突。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-01-S052,BA-ART-01,bone_aspect_boss_c1_bone_guard,核心暴露,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_GAP:GAP-033,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_RESOLVER,BoneAspectBossPhaseDesignLock01,,false,false,false,false,“忠”字骨铭核心暴露已被 P0/Gap Survey 与 BA-D1 目标语义分离。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S053,BA-ART-01,bone_aspect_boss_c2_identity_bidder,竞骨人,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_boss_c2_identity_bidder,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Boss 身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S054,BA-ART-01,bone_aspect_boss_c2_identity_bidder,身份切换,MECHANIC_MARKER,USER_DECISION_RESOLVED,OVERLAY:BA-D2.sequentialSingleActiveIdentityRotation,BA-D2,USER_SELECTED,FALSE_CLONE,USER,NONE,BoneAspectBossPhaseDesignLock01,,false,false,false,false,仅保留书生→将军→富商的单一活跃轮替广义方向。,不得恢复三相同时活跃，也不得补写分身数量、HP、目标、伤害、时序或 AI。,
BA-ART-01-S055,BA-ART-01,bone_aspect_boss_c2_identity_bidder,竞价护盾,MECHANIC_MARKER,SUPERSEDED_BY_USER_DECISION,OVERLAY:BA-D2.auxiliaryRoute,BA-D2,USER_SELECTED,FALSE_CLONE,USER,NONE,NONE,,false,false,false,false,用户选择 FALSE_CLONE，竞价护盾辅助路线被否决。,不得作为未来 Runtime、Phase、Skill、Targeting、Damage 或 CrossSystem 设计输入。,历史美术证据保留，但语义已被用户决定否决。
BA-ART-01-S056,BA-ART-01,bone_aspect_boss_c2_identity_bidder,读条破绽,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_boss_c2_identity_bidder,,NOT_APPLICABLE,,ENEMY_DATA,BATTLE_RESOLVER,BoneAspectBossPhaseDesignLock01,,false,false,false,false,翻阅骨契册时暴露打断窗口属于已锁广义承诺。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S057,BA-ART-01,bone_aspect_enemy_c3_03_bone_dust_effigy,骨尘小像,IDENTITY_NAME,ACCEPTED_BROAD_COMMITMENT,P0_CONTENT:bone_aspect_enemy_c3_03_bone_dust_effigy,,NOT_APPLICABLE,,ENEMY_DATA,NONE,NONE,,false,false,false,false,与 P0/P1 Carrier 中文身份逐字一致。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S058,BA-ART-01,bone_aspect_enemy_c3_03_bone_dust_effigy,偷念,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_GAP:GAP-021,,NOT_APPLICABLE,,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,BoneAspectBossPhaseDesignLock01,,false,false,false,false,Gap Survey 已将偷念精确映射到 mechanic.energy_drain；不执行资源变更。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
BA-ART-01-S059,BA-ART-01,bone_aspect_enemy_c3_03_bone_dust_effigy,复制,MECHANIC_MARKER,ACCEPTED_BROAD_COMMITMENT,P0_COMMITMENT:bone_aspect_enemy_c3_03_bone_dust_effigy,BA-D3,USER_DECISION_REQUIRED,NOT_SELECTED,ENEMY_DATA,CROSS_SYSTEM_EFFECT_CONTRACT,BoneAspectBossPhaseDesignLock01,,false,false,false,false,仅保留复制/模仿广义母题，复制视觉、数值或触发范围未选。,只承认 P0/P1 广义身份或机制承诺；不批准具体 Phase、Skill、时机、数值或执行。,
