item_instance_id,base_item_id,placement_id,effect_id,source_kind,machine_operation,machine_unit,magnitude_presence,magnitude_units,disposition,reason_code,source_identities
"wb_i008_orange_404310008","I008","P_BOARD_I008","candidate_core_i008_03","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i008_orange_404310008/P_BOARD_I008/I008|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I008/candidate_core_i008_03|ItemSystemSnapshot.v2/P_BOARD_I008/I008|Projection/64b4addeef44128d8ffa448693d2cd9f93cce46b030a4a690e9b500f88c30041|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I008/I008_CORE_03|activeFact=KnownTrue|awakeningNodeId=I008_CORE_03|candidateDefinitionId=candidate_core_i008_03|candidate_core_i008_03#92c31f07011604081ecb7b10efae1fb3a048c92c3443b5f47bb513898b194645|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core3|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i008_orange_404310008","I008","P_BOARD_I008","candidate_core_i008_ultimate","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i008_orange_404310008/P_BOARD_I008/I008|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I008/candidate_core_i008_ultimate|ItemSystemSnapshot.v2/P_BOARD_I008/I008|Projection/64b4addeef44128d8ffa448693d2cd9f93cce46b030a4a690e9b500f88c30041|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I008/I008_CORE_ULT|activeFact=KnownTrue|awakeningNodeId=I008_CORE_ULT|candidateDefinitionId=candidate_core_i008_ultimate|candidate_core_i008_ultimate#94ca3939d2ed4d4bc7e6460c410ad7095451c2eb5981499f84cac3b18454dec5|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Ultimate|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i009_orange_404310009","I009","P_BOARD_I009","affix_duration_up:effect","Affix","Unapproved","unknown","Present","5","Unknown","AFFIX_MACHINE_CONTRACT_NOT_APPROVED_V1","affixId=affix_duration_up|affixValueProfileId=candidate_value_affix_duration_up|slotId=random_01|slotKind=Random"
"wb_i009_orange_404310009","I009","P_BOARD_I009","candidate_core_i009_01","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i009_orange_404310009/P_BOARD_I009/I009|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I009/candidate_core_i009_01|ItemSystemSnapshot.v2/P_BOARD_I009/I009|Projection/291b4b7f0b83e49ecc83299628bfebf3e665f95ebdfb5c24cc1bcef2af465c83|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I009/I009_CORE_01|activeFact=KnownTrue|awakeningNodeId=I009_CORE_01|candidateDefinitionId=candidate_core_i009_01|candidate_core_i009_01#872a32bb988ae81bcd7f5c63de1757fbfb77474d577352ad06b9fd53349729fb|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core1|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i009_orange_404310009","I009","P_BOARD_I009","candidate_core_i009_02","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i009_orange_404310009/P_BOARD_I009/I009|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I009/candidate_core_i009_02|ItemSystemSnapshot.v2/P_BOARD_I009/I009|Projection/291b4b7f0b83e49ecc83299628bfebf3e665f95ebdfb5c24cc1bcef2af465c83|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I009/I009_CORE_02|activeFact=KnownTrue|awakeningNodeId=I009_CORE_02|candidateDefinitionId=candidate_core_i009_02|candidate_core_i009_02#f6d81f9d58c262a9722805622f238de36fdb47f1aa56b5f83e5626a00d9b742b|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core2|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i009_orange_404310009","I009","P_BOARD_I009","candidate_core_i009_03","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i009_orange_404310009/P_BOARD_I009/I009|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I009/candidate_core_i009_03|ItemSystemSnapshot.v2/P_BOARD_I009/I009|Projection/291b4b7f0b83e49ecc83299628bfebf3e665f95ebdfb5c24cc1bcef2af465c83|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I009/I009_CORE_03|activeFact=KnownTrue|awakeningNodeId=I009_CORE_03|candidateDefinitionId=candidate_core_i009_03|candidate_core_i009_03#5ea20e8efaf895662956aab8293554f663f49c7ea8e5bd2dd804969b5eaf0423|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core3|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i009_orange_404310009","I009","P_BOARD_I009","candidate_core_i009_ultimate","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i009_orange_404310009/P_BOARD_I009/I009|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I009/candidate_core_i009_ultimate|ItemSystemSnapshot.v2/P_BOARD_I009/I009|Projection/291b4b7f0b83e49ecc83299628bfebf3e665f95ebdfb5c24cc1bcef2af465c83|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I009/I009_CORE_ULT|activeFact=KnownTrue|awakeningNodeId=I009_CORE_ULT|candidateDefinitionId=candidate_core_i009_ultimate|candidate_core_i009_ultimate#35d9fcd1f4c2cf14def0163dc2d6d1658ef6459392d7a0b59f3b83edacb4d189|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Ultimate|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i009_orange_404310009","I009","P_BOARD_I009","famen:lihuo:build4:effect","Build","ExtraTrigger","trigger","Missing","","NotExecuted","BATTLE_TRIGGER_LEDGER_NOT_OWNED_BY_ITEM_V1","activeStagePieceCount=4|buildId=famen:lihuo|qualifiedItemCount=4"
"wb_i009_orange_404310009","I009","P_BOARD_I009","famen:lihuo:build6:effect","Build","Unknown","unknown","Missing","","NotExecuted","BUILD6_STAGE_INACTIVE","activeStagePieceCount=4|buildId=famen:lihuo|qualifiedItemCount=4"
"wb_i009_orange_404310009","I009","P_BOARD_I009","famen:lihuo:text:burn","TextSemantic","UnknownTextSemantic","unknown","Missing","","Unknown","TEXT_ONLY_BURN_SEMANTICS_NOT_EXECUTED_V1","buildId=famen:lihuo|textInferenceForbidden=true"
"wb_i010_orange_404310010","I010","P_BOARD_I010","affix_trigger_refund:effect","Affix","Unapproved","unknown","Present","5","Unknown","AFFIX_MACHINE_CONTRACT_NOT_APPROVED_V1","affixId=affix_trigger_refund|affixValueProfileId=candidate_value_affix_trigger_refund|slotId=random_01|slotKind=Random"
"wb_i010_orange_404310010","I010","P_BOARD_I010","candidate_core_i010_01","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i010_orange_404310010/P_BOARD_I010/I010|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I010/candidate_core_i010_01|ItemSystemSnapshot.v2/P_BOARD_I010/I010|Projection/1a71d0ba5ba705ebd29f317d1be59797ec948eed0bf06ee24464d79844b85c35|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I010/I010_CORE_01|activeFact=KnownTrue|awakeningNodeId=I010_CORE_01|candidateDefinitionId=candidate_core_i010_01|candidate_core_i010_01#b66a8f176b1aa8a83a67a212d90de9ecb8af25b4d31f55a18de0d62b15186f34|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core1|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i010_orange_404310010","I010","P_BOARD_I010","candidate_core_i010_02","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i010_orange_404310010/P_BOARD_I010/I010|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I010/candidate_core_i010_02|ItemSystemSnapshot.v2/P_BOARD_I010/I010|Projection/1a71d0ba5ba705ebd29f317d1be59797ec948eed0bf06ee24464d79844b85c35|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I010/I010_CORE_02|activeFact=KnownTrue|awakeningNodeId=I010_CORE_02|candidateDefinitionId=candidate_core_i010_02|candidate_core_i010_02#9b25aebc4dbb1683aaedf4be3880bec3c7fbedc00c722912c7e83e9e4553fb98|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core2|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i010_orange_404310010","I010","P_BOARD_I010","candidate_core_i010_03","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i010_orange_404310010/P_BOARD_I010/I010|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I010/candidate_core_i010_03|ItemSystemSnapshot.v2/P_BOARD_I010/I010|Projection/1a71d0ba5ba705ebd29f317d1be59797ec948eed0bf06ee24464d79844b85c35|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I010/I010_CORE_03|activeFact=KnownTrue|awakeningNodeId=I010_CORE_03|candidateDefinitionId=candidate_core_i010_03|candidate_core_i010_03#7391bfd7ee6fab03d24de935f5c129cc3d83c3d1c6143868ed96d3951ef553ae|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core3|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i010_orange_404310010","I010","P_BOARD_I010","candidate_core_i010_ultimate","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i010_orange_404310010/P_BOARD_I010/I010|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I010/candidate_core_i010_ultimate|ItemSystemSnapshot.v2/P_BOARD_I010/I010|Projection/1a71d0ba5ba705ebd29f317d1be59797ec948eed0bf06ee24464d79844b85c35|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I010/I010_CORE_ULT|activeFact=KnownTrue|awakeningNodeId=I010_CORE_ULT|candidateDefinitionId=candidate_core_i010_ultimate|candidate_core_i010_ultimate#0473c070749a37446a6ddcd19891947482d99f39d4ff9fe0c7e9bc8f00a38524|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Ultimate|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i010_orange_404310010","I010","P_BOARD_I010","famen:lihuo:build4:effect","Build","ExtraTrigger","trigger","Missing","","NotExecuted","BATTLE_TRIGGER_LEDGER_NOT_OWNED_BY_ITEM_V1","activeStagePieceCount=4|buildId=famen:lihuo|qualifiedItemCount=4"
"wb_i010_orange_404310010","I010","P_BOARD_I010","famen:lihuo:build6:effect","Build","Unknown","unknown","Missing","","NotExecuted","BUILD6_STAGE_INACTIVE","activeStagePieceCount=4|buildId=famen:lihuo|qualifiedItemCount=4"
"wb_i010_orange_404310010","I010","P_BOARD_I010","famen:lihuo:text:burn","TextSemantic","UnknownTextSemantic","unknown","Missing","","Unknown","TEXT_ONLY_BURN_SEMANTICS_NOT_EXECUTED_V1","buildId=famen:lihuo|textInferenceForbidden=true"
"wb_i011_orange_404310011","I011","P_BOARD_I011","affix_damage_cost_trade:resource_cost","Resource","IncreaseResourceCost","unknown","Missing","","NotExecuted","RESOURCE_OWNER_NOT_IN_ITEM_REQUEST_CONTRACT_V1","affixId=affix_damage_cost_trade|affixValueProfileId=candidate_value_affix_damage_cost_trade|slotId=random_01|slotKind=Random"
"wb_i011_orange_404310011","I011","P_BOARD_I011","candidate_core_i011_01","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i011_orange_404310011/P_BOARD_I011/I011|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_01|ItemSystemSnapshot.v2/P_BOARD_I011/I011|Projection/27f4e1f231909045308a95229ff41a1d9e4dcda18fd54aa5f1e3bd13ea9ee94b|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_01|activeFact=KnownTrue|awakeningNodeId=I011_CORE_01|candidateDefinitionId=candidate_core_i011_01|candidate_core_i011_01#aa77a095581aa2650fcbcd48b6136f29a7185f5664ea7effb2c8c3b17f7a4a96|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core1|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i011_orange_404310011","I011","P_BOARD_I011","candidate_core_i011_02","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i011_orange_404310011/P_BOARD_I011/I011|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_02|ItemSystemSnapshot.v2/P_BOARD_I011/I011|Projection/27f4e1f231909045308a95229ff41a1d9e4dcda18fd54aa5f1e3bd13ea9ee94b|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_02|activeFact=KnownTrue|awakeningNodeId=I011_CORE_02|candidateDefinitionId=candidate_core_i011_02|candidate_core_i011_02#83a4e6f5588bccb85c94539189f86dea36b847a55a4dc09da8c65dffc2b945f8|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core2|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i011_orange_404310011","I011","P_BOARD_I011","candidate_core_i011_03","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i011_orange_404310011/P_BOARD_I011/I011|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_03|ItemSystemSnapshot.v2/P_BOARD_I011/I011|Projection/27f4e1f231909045308a95229ff41a1d9e4dcda18fd54aa5f1e3bd13ea9ee94b|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_03|activeFact=KnownTrue|awakeningNodeId=I011_CORE_03|candidateDefinitionId=candidate_core_i011_03|candidate_core_i011_03#2092936c2eaf303fd49333e596111c60b4dbfa5af54d227f69cbb94e4f6f76d1|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core3|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i011_orange_404310011","I011","P_BOARD_I011","candidate_core_i011_ultimate","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i011_orange_404310011/P_BOARD_I011/I011|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I011/candidate_core_i011_ultimate|ItemSystemSnapshot.v2/P_BOARD_I011/I011|Projection/27f4e1f231909045308a95229ff41a1d9e4dcda18fd54aa5f1e3bd13ea9ee94b|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I011/I011_CORE_ULT|activeFact=KnownTrue|awakeningNodeId=I011_CORE_ULT|candidateDefinitionId=candidate_core_i011_ultimate|candidate_core_i011_ultimate#f480e8d84b07ed14e3d00c682971d558dc6849b546e62bb448a09e5002117635|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Ultimate|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i012_orange_404310012","I012","P_BOARD_I012","affix_cooldown_reduction:effect","Cooldown","ReduceFlat","turn","Conflicted","1584","NotExecuted","COOLDOWN_MACHINE_UNIT_CONFLICT_NOT_EXECUTED_V1","affixId=affix_cooldown_reduction|affixValueProfileId=candidate_value_affix_cooldown_reduction|slotId=random_01|slotKind=Random"
"wb_i012_orange_404310012","I012","P_BOARD_I012","candidate_core_i012_01","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i012_orange_404310012/P_BOARD_I012/I012|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I012/candidate_core_i012_01|ItemSystemSnapshot.v2/P_BOARD_I012/I012|Projection/fb7e504ab8e9a0fbf1d1d112b9deef4241214863d45e2fa282e2c2a2729ece52|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I012/I012_CORE_01|activeFact=KnownTrue|awakeningNodeId=I012_CORE_01|candidateDefinitionId=candidate_core_i012_01|candidate_core_i012_01#6033c74bc45b003e26ec7fb2b80c8c1c6806fbd9e1f4db77deef15781081c551|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core1|unlockedFact=KnownTrue|visibleFact=KnownTrue"
"wb_i012_orange_404310012","I012","P_BOARD_I012","candidate_core_i012_02","Core","UnapprovedCoreEffect","unknown","Missing","","Unknown","CORE_MAGNITUDE_NOT_APPROVED_IN_ITEM_REQUEST_CONTRACT_V1","Cultivation/BattleSandboxDevHandtestAllLv40|IF01/wb_i012_orange_404310012/P_BOARD_I012/I012|ItemBalanceWorkbenchCatalog/ITEM_FOUR_CORE_CANDIDATE_DATA_CORRECTION01_R1/I012/candidate_core_i012_02|ItemSystemSnapshot.v2/P_BOARD_I012/I012|Projection/fb7e504ab8e9a0fbf1d1d112b9deef4241214863d45e2fa282e2c2a2729ece52|TalismanBag.Items.Awakening.DefaultItemCoreEffectDefinitionProvider/I012/I012_CORE_02|activeFact=KnownTrue|awakeningNodeId=I012_CORE_02|candidateDefinitionId=candidate_core_i012_02|candidate_core_i012_02#8c8df6b7aefa8b2f35c6a9a32d0bad744d8f1728c5350ae1a743b50c0f9084f9|eligibleFact=KnownTrue|litFact=KnownTrue|nodeKind=Core2|unlockedFact=KnownTrue|visibleFact=KnownTrue"
