itemId,chineseName,englishStableKey,itemFamily,baseItemId,v04AdvancedItemId,v04AdvancedChineseName,advancedRelationshipChinese,energyState,triggers,allowAffixSynergyBonus,efficiencyPercent,manaCost,enemyHpDamage,enemyShieldPressure,playerShieldGain,cleanseValue,controlValue,manaGain,sampleResultChinese,playerFeedbackChinese,combatLogChinese,developerFieldsHidden,touchesFormalFlow,touchesFormalSaveData,touchesFormalReward,touchesFormalDrop,devOnly,isEnabled,sourceDataPath
preview_fire_talisman,炽火符,advanced_fire_talisman,fire_talisman,fire_talisman_basic,preview_fire_talisman,炽火符,火符 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，炽火符暂不触发。,【炽火符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.advanced_fire_talisman.Suppressed
preview_thunder_sword,雷引剑符,advanced_thunder_sword,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，雷引剑符沉寂。,【雷引剑符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.advanced_thunder_sword.None
preview_thunder_sword,雷引剑符,advanced_thunder_sword,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,WeakPulse,True,False,45,8,12,4,0,0,0,0,enemyHpDamage=12;enemyShieldPressure=4,弱脉激活，雷引剑符以 45% 效率触发基础反馈。,【雷引剑符】雷引剑符扩展雷符破盾爆发。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.advanced_thunder_sword.WeakPulse
preview_thunder_sword,雷引剑符,advanced_thunder_sword,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,Powered,True,True,100,8,29,8,0,0,0,0,enemyHpDamage=29;enemyShieldPressure=8,供能稳定，雷引剑符完整触发。,【雷引剑符】雷引剑符扩展雷符破盾爆发。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.advanced_thunder_sword.Powered
preview_thunder_sword,雷引剑符,advanced_thunder_sword,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，雷引剑符暂不触发。,【雷引剑符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.advanced_thunder_sword.Suppressed
fire_talisman_basic,火符,legacy_fire_talisman,fire_talisman,fire_talisman_basic,preview_fire_talisman,炽火符,火符 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，火符沉寂。,【火符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_fire_talisman.None
fire_talisman_basic,火符,legacy_fire_talisman,fire_talisman,fire_talisman_basic,preview_fire_talisman,炽火符,火符 family 的进阶 / 分支,WeakPulse,True,False,45,10,16,0,0,0,0,0,enemyHpDamage=16,弱脉激活，火符以 45% 效率触发基础反馈。,【火符】基础火伤，并保留持续灼烧倾向。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_fire_talisman.WeakPulse
fire_talisman_basic,火符,legacy_fire_talisman,fire_talisman,fire_talisman_basic,preview_fire_talisman,炽火符,火符 family 的进阶 / 分支,Powered,True,True,100,10,36,0,0,0,0,0,enemyHpDamage=36,供能稳定，火符完整触发。,【火符】基础火伤，并保留持续灼烧倾向。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_fire_talisman.Powered
fire_talisman_basic,火符,legacy_fire_talisman,fire_talisman,fire_talisman_basic,preview_fire_talisman,炽火符,火符 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，火符暂不触发。,【火符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_fire_talisman.Suppressed
thunder_talisman_basic,雷符,legacy_thunder_talisman,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，雷符沉寂。,【雷符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_thunder_talisman.None
thunder_talisman_basic,雷符,legacy_thunder_talisman,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,WeakPulse,True,False,45,16,28,8,0,0,0,0,enemyHpDamage=28;enemyShieldPressure=8,弱脉激活，雷符以 45% 效率触发基础反馈。,【雷符】雷击、短促爆发，并带破盾倾向。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_thunder_talisman.WeakPulse
thunder_talisman_basic,雷符,legacy_thunder_talisman,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,Powered,True,True,100,16,62,17,0,0,0,0,enemyHpDamage=62;enemyShieldPressure=17,供能稳定，雷符完整触发。,【雷符】雷击、短促爆发，并带破盾倾向。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_thunder_talisman.Powered
thunder_talisman_basic,雷符,legacy_thunder_talisman,thunder_talisman,thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的进阶 / 分支,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，雷符暂不触发。,【雷符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_thunder_talisman.Suppressed
shield_talisman_basic,护身符,legacy_shield_talisman,guardian_ward,shield_talisman_basic,preview_x2_wood_talisman,护阵木牌,护身符 / 护阵 family 的支援扩展,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，护身符沉寂。,【护身符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_shield_talisman.None
shield_talisman_basic,护身符,legacy_shield_talisman,guardian_ward,shield_talisman_basic,preview_x2_wood_talisman,护阵木牌,护身符 / 护阵 family 的支援扩展,WeakPulse,True,False,45,8,0,0,16,0,0,0,playerShieldGain=16,弱脉激活，护身符以 45% 效率触发基础反馈。,【护身符】基础护盾与防御反馈。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_shield_talisman.WeakPulse
shield_talisman_basic,护身符,legacy_shield_talisman,guardian_ward,shield_talisman_basic,preview_x2_wood_talisman,护阵木牌,护身符 / 护阵 family 的支援扩展,Powered,True,True,100,8,0,0,36,0,0,0,playerShieldGain=36,供能稳定，护身符完整触发。,【护身符】基础护盾与防御反馈。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_shield_talisman.Powered
shield_talisman_basic,护身符,legacy_shield_talisman,guardian_ward,shield_talisman_basic,preview_x2_wood_talisman,护阵木牌,护身符 / 护阵 family 的支援扩展,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，护身符暂不触发。,【护身符】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_shield_talisman.Suppressed
qi_pill_basic,丹药,legacy_qi_pill,pill,qi_pill_basic,,,旧版恢复类基础件,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，丹药沉寂。,【丹药】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_qi_pill.None
qi_pill_basic,丹药,legacy_qi_pill,pill,qi_pill_basic,,,旧版恢复类基础件,WeakPulse,True,False,45,12,0,0,0,1,0,0,cleanse=1,弱脉激活，丹药以 45% 效率触发基础反馈。,【丹药】回气调息与轻度恢复反馈。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_qi_pill.WeakPulse
qi_pill_basic,丹药,legacy_qi_pill,pill,qi_pill_basic,,,旧版恢复类基础件,Powered,True,True,100,12,0,0,0,3,0,0,cleanse=3,供能稳定，丹药完整触发。,【丹药】回气调息与轻度恢复反馈。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_qi_pill.Powered
qi_pill_basic,丹药,legacy_qi_pill,pill,qi_pill_basic,,,旧版恢复类基础件,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，丹药暂不触发。,【丹药】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_qi_pill.Suppressed
spirit_stone_basic,聚灵石,legacy_spirit_stone,spirit_stone,spirit_stone_basic,,,聚灵石 / 聚能石家族为正式供能 provider,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，聚灵石沉寂。,【聚灵石】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_spirit_stone.None
spirit_stone_basic,聚灵石,legacy_spirit_stone,spirit_stone,spirit_stone_basic,,,聚灵石 / 聚能石家族为正式供能 provider,WeakPulse,True,False,45,0,0,0,0,0,0,0,feedback_only,弱脉激活，聚灵石以 45% 效率触发基础反馈。,【聚灵石】正式供能 provider，只负责灵力回流，不承担主要输出。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_spirit_stone.WeakPulse
spirit_stone_basic,聚灵石,legacy_spirit_stone,spirit_stone,spirit_stone_basic,,,聚灵石 / 聚能石家族为正式供能 provider,Powered,True,False,100,0,0,0,0,0,0,12,manaGain=12,供能稳定，聚灵石完整触发。,【聚灵石】正式供能 provider，只负责灵力回流，不承担主要输出。完整生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_spirit_stone.Powered
spirit_stone_basic,聚灵石,legacy_spirit_stone,spirit_stone,spirit_stone_basic,,,聚灵石 / 聚能石家族为正式供能 provider,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，聚灵石暂不触发。,【聚灵石】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_spirit_stone.Suppressed
sword_pill_basic,剑丸,legacy_sword_pill,sword_pill,sword_pill_basic,,,旧版攻击参考件,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，剑丸沉寂。,【剑丸】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_sword_pill.None
sword_pill_basic,剑丸,legacy_sword_pill,sword_pill,sword_pill_basic,,,旧版攻击参考件,WeakPulse,True,False,45,8,12,3,0,0,0,0,enemyHpDamage=12;enemyShieldPressure=3,弱脉激活，剑丸以 45% 效率触发基础反馈。,【剑丸】飞剑攻击与轻度破势反馈。弱脉生效，效率 45%。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_sword_pill.WeakPulse
sword_pill_basic,剑丸,legacy_sword_pill,sword_pill,sword_pill_basic,,,旧版攻击参考件,Powered,True,True,100,8,26,6,0,0,0,0,enemyHpDamage=26;enemyShieldPressure=6,供能稳定，剑丸完整触发。,【剑丸】飞剑攻击与轻度破势反馈。完整生效，并允许词条 / 羁绊增益。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_sword_pill.Powered
sword_pill_basic,剑丸,legacy_sword_pill,sword_pill,sword_pill_basic,,,旧版攻击参考件,Suppressed,False,False,0,0,0,0,0,0,0,0,no_trigger,供能被压制，剑丸暂不触发。,【剑丸】供能被压制，本次不生效。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_sword_pill.Suppressed
chain_thunder_talisman_basic,连锁雷符,legacy_chain_thunder_talisman,chain_thunder_talisman,chain_thunder_talisman_basic,preview_thunder_sword,雷引剑符,雷符 family 的连锁旧件 / 分支参考,None,False,False,0,0,0,0,0,0,0,0,no_trigger,未接入供能，连锁雷符沉寂。,【连锁雷符】未接入供能，本次沉寂。,True,False,False,False,False,True,False,LegacyItemBehaviorIntegrationCatalog.legacy_chain_thunder_talisman.None
